content,publication_datetime,url,id
"Un grup de investitori condus de Elon Musk a propus să cumpere organizaţia nonprofit care controlează OpenAI pentru suma de 97,4 miliarde de dolari, amplificând astfel conflictul dintre directorul executiv al Tesla şi compania de inteligenţă artificială pe care Musk a co-fondat-o, InformaAzĂ Bloomberg.

Prin Aceastonst of Nesolicitatrative, Musk a Declarate Cafi Doreşte Ca Openai Sav Redevin | Forţa închinatã Binary Care a Fost Odataged, Bazatã Pe Surse Deschise şi AxatĂ PE Siguranţ "", Potted. CA RDSPUNS, Directorul Executiv al Openai, Sam Altman, A Posted PE Platfora SocialĂ X (Deţinutä de Musk): ""Now, Mulţumesc, where Vom Cumpermit Twitter Pentru 9.74 Miliarde de Doolari Dacured Doriţi"". .

Wall Street Journal A Fost Prima Publicaţie Care A Raportat Aceastef. Openai A Refuzat Sav Comenteze.

Ofrta Este Susţinutä de XAI, Start-up-UL de Enteligenţ | Artificialosition Al Lui Musk, Care is Putea Fuziona Cu Openai în Urma UNEI Tranzacţii, Potrit UNEI SURSE Your Journal. Printre Susţinarthory ofertei See Numarty Valor Equity Partners, Baron Capital, Atreides Management, Vy Capital, 8VC (Fondul Lui Joe Lonsdale) şi Ari Emanuel, Prin Fondul Sarm de Investiii. Lonsdale a Refuzat Serm Comenteze, Iar Ceilalţi Investitori Now Au Rafspuns Imediat La SolicitĂrile de Comentarii.

Este Dificil de Evaluat Cât de SerioasĂ Este ofrta Lui Musk şi Care Sunt motifle Din Spatele Acesteia, A Declarat Rob Rosenberg, Fondator Al Telluride Legal Strategies. Chiar DacĂ Oderta Now Va Avea Success, Demersul Lui Musk is Putea Complica Planurile Openai de a Trece de la Statutul de Organizaţie Nonprofit La Cel de Gigant Profitabil în Domeniul Integeligenţei Artificial, O Transformer La Care Musk S-AT

""Cred cö muscle încearc | Facts o Declaraţie şi s. Atenţia asupra faptului cav Openai see over încĂ PE Cale de a Deveni o Companie Cu scop lucrats, în Loc de a rud""

În Declaraţia said, Toberoff a sucking carden Lui Musk is avea scopul de a exercita presiune asupra openai, în contextul în caresta încearc | stabil- t stable ENTITATE CU SCOP LUCIATE.

""Aceastö Valoare Now Poate FI DeterminatĂ de Persoanele Implicate Your Interior, Care NegociazĂ P PE AMBLELE PERţI ALE ACELEAşi Mese"", A Afirmat Toberoff. ""În final, Publicul Este Beneficiarul Openai Inc. şi Orice înţelelegere Favorabilai între Cei Implicaţi Nu Serveşte Interesului Public.""

Musk şi altman healthy implicaţi înttr-o disputation de lung | privated directini pecare openai a luat-o de la înfiinţarea said. Musk a Susţinut CĂ Startup-UL A Renunţat La Obiectivul de A Acţiona Ca O Organizaţie Caritabilai în Beneficiul UmanitĂţii, Punând Accent Peesidere ş Siguranţ. Openai A Respins Aceasthod Caracterizare, Afirmând Anul Trecut Caf Musk S-A RarmrĂTIT DUPON O încare AnterioarĂ EşuatĂ de A TransforMa Compania într-Oparte Din Tesla Inc.

În deceniul în care openai a evoluat de la o organizaţie nonprofit, musk şi altman au lucrat împreunĂ ca Fondatori. De-a lungul timpului, openai a primit millede de doolar în investiţii externe de la companii precum microsoft corp. şi Altele. Într-o Versiune Revizuitud A Unui Proces Depus Iniial în August, Musk a Caracterizat Party Cup Openai Cu Microsoft Drept Un „Monopoly"" Care ""încearc | Finanţeze ”. Procesul Revizuit Conţine 26 de Pretenţii Legale şi are 107 Pagini, Faţ | Pretenţii în Plangerea Iniţială, Care Avea 83 de Pagini.",2025-02-11T12:15:29+00:00,https://www.zf.ro/zf-24/elon-musk-provoaca-un-cutremur-in-industria-tech-oferta-de-97-4-22689733,1fd9bf0d26994c2a9ed3c371272906f7
"It was a weird Super Bowl for Jason Kelce in so many ways.

He was rooting for both his brother Travis Kelce and his former team, the Philadelphia Eagles. No matter which side won, he had to be sad for one and happy for the other.

And that was his message in a massive post on X (formerly Twitter).

""That game was odd for me to watch if I’m being completely honest,"" he began. ""I knew it was going to be mixed emotions before, during, and after, and I now know what my parents had to deal with two years ago.""

He went on to talk about how proud he was of the Eagles and their players. But then he got to Travis.

""As for my brother, There isn’t a person I love or care about more,"" he wrote. ""It has been tough to process these feelings, of course I feel for him and am always rooting for him, but I know he does not need, nor want my pity. He has amassed greatness few on this planet could ever dream of, as has his team, and they should feel pride in their accomplishments this season and in the past.""

Read the whole thing. He covered it all.

8 Super Bowl winners (laugh it up, Tom Brady) and losers (Patrick Mahomes, oof)

Did Travis Kelce propose to Taylor Swift after the 2025 Super Bowl?

This article originally appeared on For The Win: Jason Kelce delivers a heartfelt Travis Kelce message in long post-Super Bowl tweet",2025-02-11T12:20:13+00:00,https://ca.sports.yahoo.com/news/jason-kelce-delivers-heartfelt-travis-122013620.html,797c65e6bb254d7d808f34978ca00c7b
"Here are five stocks added to the Zacks Rank #1 (Strong Buy) List today:

Fulton Financial Corporation FULT: This consumer and commercial banking products and services company has seen the Zacks Consensus Estimate for its current year earnings increasing 6.1% over the last 60 days.

Fulton Financial Corporation price-consensus-chart | Fulton Financial Corporation Quote

First Bancorp FBNC: This bank holding company for First Bank has seen the Zacks Consensus Estimate for its next year earnings increasing 6.8% over the last 60 days.

First Bancorp price-consensus-chart | First Bancorp Quote

Dana Incorporated DAN: This company that provides power-conveyance and energy-management solutions for vehicles and machinery has seen the Zacks Consensus Estimate for its next year earnings increasing 15.4% over the last 60 days.

Pacira BioSciences, Inc. PCRX: This non-opioid pain management and regenerative health solutions company has seen the Zacks Consensus Estimate for its next year earnings increasing 21% over the last 60 days.

Pacira BioSciences, Inc. price-consensus-chart | Pacira BioSciences, Inc. Quote

OMV Aktiengesellschaft OMVKY: This energy and chemicals company has seen the Zacks Consensus Estimate for its current year earnings increasing 4.5% over the last 60 days.

You can see the complete list of today’s Zacks #1 Rank (Strong Buy) stocks here.

Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. Click to get this free report

To read this article on Zacks.com click here.",2025-02-11T10:40:00+00:00,https://finance.yahoo.com/news/strong-buy-stocks-february-11th-104000808.html?.tsrc=rss,1b4039c0b176456d89bd1b0273af97a7
"The search for Fiona Booth, 50, has been stood down following the discovery of a body",2025-02-11T11:47:17+00:00,https://www.ireland-live.ie/news/scotland/1726291/lives-at-risk-as-a-e-waits-worsen-says-labour.html,aefaabdf84f24a1e903d5958c238be99
"NASHVILLE, Tenn. (WTVF) — Looking to start off your day catching up on headlines? Here's a look at the top stories from overnight.

From education to farmland: Here's Gov. Lee's priorities for Tennessee in 2025

In his State of the State address on Monday night, Gov. Bill Lee announced more money for public education, transportation and conservation efforts in Tennessee.

The governor's proposed budget — in his second to last — totals $59.4 billion. That money will fund schools, roads, higher education and all state departments.

A home engulfed in flames with smoke everywhere. Somehow, a young child manages to escape, but his great-grandmother is trapped and calls 9-1-1.

First responders were en route to the fire, which quickly spread through the home in Estill Springs this past Friday. Inside, 76-year-old Joanne Armstrong helped her ten-year-old great-grandson to get out before falling to the floor in her bedroom.

Plane owned by Motley Crue member out of Tennessee involved in deadly crash

A plane owned out of Williamson County by a Motley Crue band member has been involved in a deadly crash in Scottsdale, Arizona, killing at least one person on board.

You can read these stories and more on our website!",2025-02-11T12:23:42+00:00,https://www.newschannel5.com/news/heres-a-look-at-the-top-stories-to-start-your-tuesday-february-11,88779f5daeea41888c81a343cbc7ef5e
"Ex-Delhi Police Commissioner Ajay Raj Sharma, Who Laid Foundation Of Uttar Pradesh STF, Passes Away In Noida

New Delhi/Noida: IPS officer Ajay Raj Sharma, who was known as the backbone of the Uttar Pradesh Special Task Force (STF), breathed his last on Tuesday at Kailash Hospital in Noida. He was 80. His last rites will be performed with state honours at Lodhi Garden in Delhi on Wednesday. Sharma, a 1966-batch IPS officer had laid the foundation of Uttar Pradesh STF and also served as the Delhi Police Commissioner. It was Sharma who had first started encounters in Uttar Pradesh. The first encounter in the state took place with dacoits of Chambal, under Sharma's leadership. After this, an STF was formed under his leadership to nab the miscreant who took contract to kill the then Chief Minister Kalyan Singh.

When Prakash Shukla, a hardcore mafia, took a contract to kill the then CM Kalyan Singh, STF was set up and the case was handed over to it. Prakash Shukla was killed in the encounter with STF in Ghaziabad. In those days, Prakash Shukla was a terror for the common people and was known for committing crimes in broad daylight. His elimination had brought the much-needed relief to the police department. Known as an honest police officer, Sharma was considered to be very adept in controlling criminals. The news of his death has left the entire police department in grief.
• Former Chief Election Commissioner Navin Chawla Passes Away At 79

New Delhi/Noida: IPS officer Ajay Raj Sharma, who was known as the backbone of the Uttar Pradesh Special Task Force (STF), breathed his last on Tuesday at Kailash Hospital in Noida. He was 80. His last rites will be performed with state honours at Lodhi Garden in Delhi on Wednesday. Sharma, a 1966-batch IPS officer had laid the foundation of Uttar Pradesh STF and also served as the Delhi Police Commissioner. It was Sharma who had first started encounters in Uttar Pradesh. The first encounter in the state took place with dacoits of Chambal, under Sharma's leadership. After this, an STF was formed under his leadership to nab the miscreant who took contract to kill the then Chief Minister Kalyan Singh. When Prakash Shukla, a hardcore mafia, took a contract to kill the then CM Kalyan Singh, STF was set up and the case was handed over to it. Prakash Shukla was killed in the encounter with STF in Ghaziabad. In those days, Prakash Shukla was a terror for the common people and was known for committing crimes in broad daylight. His elimination had brought the much-needed relief to the police department. Known as an honest police officer, Sharma was considered to be very adept in controlling criminals. The news of his death has left the entire police department in grief.
• Former Chief Election Commissioner Navin Chawla Passes Away At 79",2025-02-11T12:05:03+00:00,https://www.etvbharat.com/en/!state/former-ips-ajay-raj-sharma-who-laid-foundation-of-uttar-pradesh-stf-passes-away-in-noida-enn25021104381,cb17d3686f664e3eb2829ab7c2b3bd08
"Singer Alesha Dixon has revealed that she is working “super hard” to prevent her children from having smartphones.

The British star, 46, who shares children Azura and Anaya with British-born Nigerian artist Azuka Ononye, is returning to ITV show Britain’s Got Talent as a judge this month.

Dixon told Women’s Health UK: “As long as we can avoid our daughters having phones, we’re going try our hardest. (Azura, 11) can be begging me for a mobile phone and I feel no way to be like ‘nope’ because I’ve got one.

“(But) you’ve got to be strong with it. My thing is this: if she doesn’t need a phone then why is she having one?

“If I can delay her being in that world, I’m going to work super hard to make sure that it doesn’t happen. I don’t care if her friends have got phones. In our house, we don’t want that.”

The issue was recently explore in the Channel 4 documentary Swiped: The School That Banned Smartphones, fronted by married TV presenters Emma and Matt Willis.

It found that the sleep and behaviour of pupils improved thanks to giving up their smartphones.

The Conservative Party has pushed for the Government to ban phones in classrooms.

The Government is conducting research in the area, led by the University of Cambridge, into the impact of social media on children’s overall wellbeing.

As Dixon is a cover star of Women’s Health UK’s March issue, she also spoke about how she would like to return to the 2000s, where you “can rave”, and be “on the mic” without it being all over social media.

She said: “It’s fine, but you just want to be in the moment – and then it’s on Instagram stories.”

Dixon also said that in some ways things are easier for young artists because of social media, as “now an artist can do one interview and seed it out to the world”.

“Back then, you’d have to go to every single radio station, you’d have to do every TV show, which is why we never had a life,” she added.

During 2024’s semi-final of Britain’s Got Talent, she performed a mash-up of tracks including Scandalous from her former girl band Mis-Teeq, her 2008 solo hit The Boy Does Nothing and her new song titled Ransom – her first track in nine years.

She recalled that she “felt so alive”, and “at home, surrounded by everybody that I know and love” on stage.

“I got to perform, which is my first love, and it was just such a beautiful moment for me,” Dixon said.

“I just thought, ‘Oh my God, I’ve missed performing so much.’ And I did say to myself after that performance…’Girl, you need to get back on stage more because that’s what makes you feel alive’.”

The star, born in Welwyn Garden City, Hertfordshire, quit Mis-Teeq, also known for the hit Why?, before pursuing a solo career in 2005.

In 2007, she appeared on Strictly Come Dancing and ultimately lifted the Glitterball trophy before becoming a judge on the BBC show, presenting talent show The Greatest Dancer, and the 2023 Eurovision Song Contest in Liverpool.

The Dixon interview is available to read now on the Women’s Health UK website or in the magazine

The new series of Britain’s Got Talent begins on February 22nd at 7pm on ITV1 and ITVX",2025-02-11T12:20:00+00:00,https://www.breakingnews.ie/entertainment/alesha-dixon-working-super-hard-to-stop-children-having-phones-1728624.html,8d6e9ac6ba9f45c69c6259d0f33a6d6e
"Tatiana Yegorova-Lutsenko writes about this media ""Slobid Krai"". She reported another meeting with representatives of public veterans who took place at the University of Ukraine. Beketova.

“They worked on issues on the conditions in the preparation and accession to the university, the creation of individual groups, individual curricula and individual support of the educational process, social and psychological support Veterans problems, ”Tatiana Yegorova -Lutsenko said.

During the event, a memorandum of cooperation and partnership between Kharkiv Regional Council, Kharkiv National University named after OM Beketov, municipal institution ""Veteran space"" Side ""was signed.

The memorandum involves work for veterans and their families in the areas: vocational guidance and educational support, coordination of programs of social adaptation and dual education, practical training and promotion of employment, as well as social and psychological support and national-patriotic education of young people.

According to the head of the Kharkiv Regional Council, the opening of the veteran center is being prepared at the university, which will provide the military consultations on possible training.

As Kharkiv, he plans to cooperate with the American state of Ohio Slobidsky Krai.",2025-02-11T12:20:00+00:00,https://www.slk.kh.ua/news/vlada/veteranam-na-harkivsini-dopomozut-z-otrimati-diplom-ta-znajti-robotu.html,1fdfbb8be5924364bda9c50a6a2edf89
The nuclear-powered USS Alexandria is a 360-foot fast-attack submarine equipped with Tomahawk missiles and MK48 torpedoes.,2025-02-11T12:24:29+00:00,https://www.pittsburghsports.today/penguins/north-korea-issues-warning-after-u-s-sub-docks-in-south-korea/,237c87e65f734d17b4fd60ee2b167e02
"When we interact with large language models such as ChatGPT or DALL-E, those algorithms generate responses based on our text inputs, not us as people. As artificial intelligence (AI) continues to permeate everyday life, new questions about human identity and interaction begin to form. What matters more: who we are as people, or the collection of data that make up our digital self?

The broader theme of digital vs. physical identity in an increasingly AI-infused world is the topic of “A[fter] I: Algorithmic Identities,” the 2025 wintersession residency for Conflux, an art-technology collaboration student organization sponsored by the Harvard John A. Paulson School of Engineering and Applied Sciences. This year’s residency, the third since Conflux formed during the 2022-23 school year, featured seven installations at the FAS CAMLab Cave that used technology to expand on artistic and philosophical ideas about how identity has changed in the wake of AI. Located in Cambridge, the CAMLab Cave is an installation site for digital, immersive and multimedia art projects.

“I got really excited by the idea that I could use all the technical skills I’d developed over the last few years to express my own ideas and feelings, and to create an experience for other people,” said resident Kevin Yang, a first-year student studying mechanical engineering and philosophy. “Creating an interactive experience that can instill some sort of feeling into attendees as they move through this space is something I’m drawn to.”

Yang’s project, Cosmic Imprints, sought to transform individual identity into a sense of global connection. By scanning a QR code, visitors were taken to a website that scanned their palm. Those scans were then converted into topographical segments, the natural ridges and lines in the palm becoming mountains and valleys. Once enough scans were collected, they were combined into a digital planet, which was then projected onto a wall in the CAMLab Cave. Yang and co-creator Fadil Cantave, an MIT graduate student, also brought 3D-printed versions of previous palm scans, each one converted to look like topographic regions.

“We wanted to highlight the unique individual experiences that we all have, and then deliver them in an interesting form of visualization,” Yang said. “And then we wanted to create a sublime collective feeling from all these unique individual experiences.”",2025-02-11T12:00:00+00:00,https://seas.harvard.edu/news/2025/02/identity-digital-age,12884a96badf462997f4d2cac4e67e06
"The emergency call heralded 107,759 times in 2024, 4,625 times people were saved and overall the volunteer fire departments in the country count 105,285 volunteers - as far as the most important numbers. As for the type of missions, it can be seen that natural disasters are increasingly determining the action.",2025-02-11T12:15:00+00:00,https://www.noen.at/niederoesterreich/chronik-gericht/ff-bilanz-2024-ein-einsatz-jahr-im-zeichen-der-naturkatastrophen-461066189,adc7633aa09a43f7bcbd4ec89bc368b4
Tiger Woods is not ready to compete the week after his mother's death and has canceled his own tournament.,2025-02-11T12:18:58+00:00,https://www.berlingske.dk/sport/sorgramt-woods-udskyder-comeback-efter-sin-mors-doed?referrer=RSS,a5463b4cf8d14741b829f00b5ebd3cbe
"The Sharjah Council has issued a decision granting UAE citizens in the emirate of Sharjah an exemption from paying sewage fees.

According to a Wam report, the exemption will take effect on April 1. This resolution amends Council Decision No. (5) of 2013, which addresses municipal fees and violations in Sharjah.

The original decision set the sewage management fee at 1.5 fils per gallon of water consumption, based on the bill issued by the Sharjah Electricity, Water, and Gas Authority.

This change was announced during a meeting chaired by Sheikh Sultan bin Mohammed bin Sultan Al Qasimi, Crown Prince and Deputy Ruler of Sharjah, and Chairman of the Executive Council (SEC), held at the ruler’s office. The meeting also addressed other government-related issues, including business development and efforts to improve services in line with Sharjah’s comprehensive development across various sectors.",2025-02-11T12:19:19+00:00,https://gulfbusiness.com/uae-new-fee-exemption-for-citizens-to-take-affect-from-april-1/,1faceaafd3424cae84a5f65c0192f9fa
"Two injured people are in critical condition, while one is stable.",2025-02-11T12:15:40+00:00,https://rr.pt/noticia/vida/2025/02/11/aviao-privado-dos-motley-crue-colide-contra-aeronave-e-provoca-pelo-menos-um-morto/413244/,559f7a451e5a4f45b884ce41e1a7f759
"If you think about the FC Barcelona attack, there are three key names that form a lethal trident that makes the number of goals scored by the Catalans a record. Between Raphinha, Lewandowski and Lamine they have scored 65 of the 113 goals that the team has scored so far this season. If we limit it to LaLiga alone, the three of them have scored 36 of the team’s 63 goals.

Specifically, Raphinha, who found the net at the Sánchez Pizjuán, has 24 goals and 15 assists in 35 games. In total, the Barça number 11 has scored 13 goals in 23 LaLiga games, 8 in 8 Champions League games, 2 in 2 Spanish Super Cup games and 1 in the Copa del Rey. The 28-year-old footballer is having one of his best seasons and has become a key player in Hansi Flick’s scheme of things. That is why, according to Sport, Barça have already made moves to renew him.

The footballer still has a valid contract, specifically his link with FC Barcelona extends until 2027, but the club does not want to take risks with one of its key players. Raphinha will be 30 years old when his contract ends, but the club is already making moves to secure his future.

According to the aforementioned source, the proposal being prepared by the sporting management is to offer him two more seasons, until 2029, and a salary increase from 2026.

They say that comparisons are odious, but, without a doubt, comparing the numbers of the Barça player with a candidate for the Ballon d’Or serves to show the magnitude of the season he is having. Raphinha has already matched the statistics that made Vinicius one of the top candidates to win the coveted award last season. In the end, Rodri took it despite the fact that the Brazilian winger’s figures included 25 goals and 12 assists in 40 games played, so with 24 goals already to his name and half a season still to play, the Barca player aims to beat the Real player’s record.",2025-02-11T12:14:32+00:00,https://www.grada3.com/us/2025/02/11/fc-barcelona-already-working-to-keep-raphinha/,918d5c895eb1477c95cbf985eb4f91fc
"A rumor for the section between CSKA and TRENOOR ALEXANDER TOMASH is combed, and the goods are inevitably driven to many speculation ...",2025-02-11T12:22:00+00:00,https://www.actualno.com/bgfootball/dambrauskas-e-top-trenior-moje-da-svyrshi-rabota-v-cska-news_2392706.html,293529dc3b5d44fb8e2eaa70ef9e2434
"Square Chapel was named an National Portfolio Organisation in 2022, just two years after falling into administration.

A Halifax theatre that receives funding from Arts Council England (ACE) as part of the National Portfolio has announced that it is closing its doors while it considers the future of the venue.

Square Chapel CIC said in a statement that all future events at the venue have been cancelled until a decision is made. It confirmed that it will directly contact any creditors and debtors and that anyone with tickets for upcoming performances will be automatically refunded.

A spokesperson from ACE, which funds Square Chapel to the tune of £159,000 a year, told the Halifax Courier: “We’re aware that Square Chapel has been facing financial challenges.

“We are in contact with the directors while they investigate the options open to them.”

Calderdale Council provided Square Chapel with £70,000 per year from 2019 until 2022, but has ruled out support for the struggling theatre.

Councillor Danielle Durrans said that although Square Chapel is popular and has been valuable in showcasing local talent, it is not a council-owned building.

“Unfortunately it is not possible for us to contribute to it financially as we are having to spend our limited budget very carefully and make difficult decisions across a range of services,” said Durrans.

“We are in contact with [ACE] and will explore all possibilities for the future of the venue.”

Six months ago, ACE resumed payments to Square Chapel after temporarily halting them amid concerns that some performers who had played at the venue had not been paid.

ACE said that it took action after the art centre’s directors “failed to provide adequate information” to satisfy the conditions of its National Portfolio funding agreement.

Following the receipt of evidence, ACE said it restarted the instalments but noted that any further payments would only be approved “on a case-by-case basis on receipt of satisfactory monitoring information”.

A spokesperson for Square Chapel said at the time that several factors contributed to its cash flow problems, including Calderdale Council withdrawing its funding and redundancies at a related organisation, The Old Courts, which affected staff capacity and expertise.

They said that the process of having its ACE funding paused had been “incredibly frustrating” and that it had accrued “a significant number of priority and artist debts” during that time.

They said, “If we’d have known that our funding was at risk of being frozen for such a long time, there’s no way we’d have made commitments to artists.

“We believed that the [situation] would be quickly resolved, which is why we continued to trade.

“We pride ourselves on looking after artists, and not being able to pay them on time has been a massive blow to everyone.”

Square Chapel was named an National Portfolio Organisation in 2022, just two years after falling into administration.

In September 2020, the venue was saved from closure when it was taken over by Arts at the Mill, an umbrella company for Wigan organisations The Old Courts, Wigan Pier, and The Royal Court Theatre, a move supported by ACE and Calderdale Council.

Square Chapel is the second Arts at the Mill organisation to have its NPO funding paused. In October 2023, The Old Courts had its payments temporarily frozen after it lost around £1.2m in revenue when structural damage to its concrete floor resulted in temporary closure.

An investigation conducted last year by Arts Professional and MyCake, a financial benchmarking company, found that the arts organisations in the 2023-26 National Portfolio were collectively in the red by £63.1m in 2023.

During the current portfolio period the total number of NPOs has dropped by five. The Great Literary Agency announced last month that it would close at the end of March, while Derby-based dance company Déda entered liquidation in August 2024, and Studio 3 Arts, which was based in Barking, went into liquidation in December 2023.

Beacon Collaborative has also left the 2023-26 portfolio, while Poet in the City closed as a separate charity, merging its activities with Apples & Snakes.",2025-02-11T12:14:26+00:00,https://www.artsprofessional.co.uk/news/ace-funded-theatre-cancels-all-events-amid-uncertain-future,a359efed97fa468eb5c3846b7530bab6
"Lausanne: The inaugural Olympic Esports Games will take place in Riyadh in 2027, two years later than originally planned, following a 12-year agreement with Saudi Arabia signed last year. The qualifying period, the Road to the Olympic Esports Games, will start this year, the International Olympic Committee said on Tuesday.

In June 2024, the IOC Executive Board announced that it would create an Olympic Esports Games, with the 142nd IOC Session held during the 2024 Summer Olympics due to vote on the proposal.

In July 2024, it was announced that the inaugural Olympic Esports Games would be held in Saudi Arabia in 2025, following a new partnership with the Saudi Arabian Olympic Committee. The proposal was ultimately approved by a unanimous vote on July 23, 2024.

For the organisation of the Olympic Esports Games, IOC is partnering with the Saudi Olympic and Paralympic Committee. The Esports World Cup Foundation (EWCF) will become the founding partner of the Games.

""The IOC and EWCF will collaborate closely with key stakeholders to establish qualification pathways, enhance competitive integrity, and align the national esports ecosystems with broader global standards,"" the IOC said in a release.

A joint committee of the IOC and the SOPC has been set up to steer the Games. It is chaired by IOC Member Ser Miang Ng and co-chaired by HRH Prince Abdulaziz bin Turki Al Faisal.

The committee consists of six people, three from each partner, and is currently working to define the games that will be part of the first edition of the Olympic Esports Games.

The cooperation between the IOC and the SOPC was the major topic of a meeting between the Crown Prince and Prime Minister of Saudi Arabia, HRH Mohammed bin Salman Al Saud, IOC chief Thomas Bach and the president of the SOPC and Minister of Sports, HRH Prince Abdulaziz bin Turki Al Faisal in Riyadh on Sunday.

“There is now a very clear roadmap to the historic first-ever Olympic Esports Games. With the Road to the Olympic Esports Games starting this year, the Games are becoming a reality. This is further evidence of the strength of the partnership between the IOC and the SOPC in many areas,"" Bach said.

""The journey to the first-ever Olympic Esports Games is clear, with an immediate timeline that works for all parties and sees the Road to Olympic Esports Games start in 2025. Together with the IOC, there is real momentum, unity, and clarity on the way forward, with the focus now on delivering.

“Already Saudi Arabia is looking forward to welcoming the world and playing its part to help the dreams of so many esports athletes come true,"" the president of the SOPC added.",2025-02-11T12:08:42+00:00,https://www.thehansindia.com/sports/riyadh-to-host-inaugural-olympic-esports-games-in-2027-qualifying-starts-this-year-944584,abb86f15a73846e4af7b478ee7172ecc
"She will lead the organisation after Carol Main, who had been director since 1984, stepped down

Live Music Now Scotland, one of the country’s leading music charities working in schools, hospitals, care homes and hospices, has announced the appointment of Judith Anderson as its new CEO.

She will lead the organisation after Carol Main, who had been director since its foundation in 1984, stepped down.

Judith will take the charity into its next phase, bringing her extensive experience in both music and the wider arts sectors.

The group said she has a proven track record of managing charitable arts organisations with a strong social purpose.

The appointment coincides with the organisation receiving funding from both Creative Scotland’s Multi-Year Funding and the award of £150,000 from the Elizabeth Lornie’s Charitable Trust.

This significant milestone will enable Live Music Now Scotland to continue its mission of making high-quality live music accessible to all, especially those who normally wouldn’t have access to it.

Carol Main, who led the organisation since it was founded in Edinburgh in 1984, said: “After 40 years working with Live Music Now Scotland, building it from Yehudi Menuhin’s request to start his unique scheme in Scotland into a thriving organisation which puts on over 750 events throughout the country each year, while simultaneously supporting 135 musicians, it’s now time for me to take a step back.

“In Judith’s appointment, I am confident that our exceptional early career artists and wide range of audiences will all continue to be supported. I honestly couldn’t have wished for anyone more suited to the role of taking Live Music Now Scotland into its next 40 years”.

Amanda Forsyth, chair of the Board of Trustees, added: ""The board is absolutely delighted to have secured Judith for the role of chief executive of Live Music Now Scotland. Her wide-ranging experience in the arts in Scotland will stand us in good stead as we face the challenges ahead, and we look forward to working with her.""

Judith joins Live Music Now Scotland from the position of head of development and operations at Starcatchers, Scotland's national arts and early years organisation.

Her leadership experience spans multiple sectors, working collaboratively to achieve social impact through the arts. She has worked with many of Scotland’s leading classical, folk, and contemporary musicians, creating new performances and tours, as well as collaborating with music organisations such as Lammermuir Festival, Mr McFall’s Chamber, and Scottish Ensemble.

A graduate of the Royal Northern College of Music and an avid saxophonist, Judith has long supported musicians at all stages of their professional development. She has also served as a guest lecturer in Professional Skills at the Royal Conservatoire of Scotland, further cementing her deep commitment to the growth of both artists and arts organisations.

She said: “I’m thrilled and honoured to step into the role of chief executive for Live Music Now Scotland.

“It’s a privilege to join an organisation with such an inspiring legacy, especially as we celebrate 40 years under the direction of Carol Main, our outgoing director. I’m excited about the challenges ahead and look forward to working with exceptional musicians and partners to ensure that great live music experiences continue to connect with people in ways that are inclusive, meaningful and joyful.”",2025-02-11T12:12:14+00:00,https://tfn.scot/news/new-chief-for-leading-music-charity,9154342fda804a4a9f0a74152fc773fa
"The exports of French wines and spirits fell by 4 % in value in 2024, weighed down by a strong decline in sales to China, even if the volumes have globalized over a year.  Sales abroad of wines, champagnes, cognacs and other hexagonal alcohols totaled last year 15.6 billion euros, a drop of 4 % in value and 0.1 % in volume, said Tuesday The Federation of Wine Exporters and Spirits of France (FEVS).  ""This figure marks a new decline compared to 2023 but with a stabilization of volumes"" - at the cost of a reduction in value - ""in a context always marked by economic and geopolitical tensions"", according to the annual assessment.  ""We are always the third surplus of the trade balance"" of France after aeronautics and cosmetics, ""but he is crumbling"", put forward Gabriel Picard, president of the FEVS, during a press point At the Wine Paris lounge.  In details, last year export sales of French alcohols increased by 5 % to the United States-the leading international market. But they collapsed by 20.2 % towards China, their third market, going below billion euros.  The Federation notably evokes ""the real estate crisis and unemployment"" in China, ""in particular young people, which strongly impact domestic consumption and contribute to the degradation of the economic situation"".  Recoil of the Chinese market by categories, on the wines side, exports (in value) fold by 3 % ""in an environment under tension and in the face of changes in consumption behavior"", in particular a general downward trend in wine purchases .  The situation is however contrasted according to the names, the wines of Bordeaux accuse for example a decline in export (- 8.4 %) just like those of the Rhône valley (- 5.2 %) and Beaujolais (- 3 , 7 %), while conversely, Burgundy wines jumped 9.1 %and those in the Loire Valley increased by 5 %.  Champagne - which alone represents 35 % of wines exports - suffered particularly and its international sales plunged 8 % last year.  For their part, spirits have seen their exports fall by 6.5 %, undergoing ""the decrease in the Chinese market, the drop in household disposable income and the inventory adjustments of importers"".",2025-02-11T10:15:00+00:00,https://www.agri-mutuel.com/politique-economie/les-exportations-de-vins-et-spiritueux-francais-se-sont-repliees-en-2024/,a92b6580a84743feb4a8b476ce638cd0
